,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
LAS1L1,1.03763990118004e-05,0.066810716,0.087,0.113,0.400248839,APCDD1+ Fb,LAS1L
ZNF8301,1.0473086074934e-05,0.086216299,0.104,0.134,0.403978349,APCDD1+ Fb,ZNF830
ARSB2,1.05852717190214e-05,0.036456156,0.085,0.11,0.408305686,APCDD1+ Fb,ARSB
SNRPD21,1.06809809274114e-05,0.145332615,0.606,0.659,0.411997477,APCDD1+ Fb,SNRPD2
CLASRP,1.0682158604924e-05,0.046759491,0.082,0.106,0.412042904,APCDD1+ Fb,CLASRP
SH3YL13,1.06982998763337e-05,0.087996991,0.181,0.227,0.412665521,APCDD1+ Fb,SH3YL1
ADPGK1,1.07474862477828e-05,0.095293552,0.157,0.198,0.414562787,APCDD1+ Fb,ADPGK
DAZAP2,1.15917568667989e-05,0.247469002,0.377,0.414,0.447128838,APCDD1+ Fb,DAZAP2
KIF1BP2,1.17135506894071e-05,0.041179447,0.102,0.129,0.451826791,APCDD1+ Fb,KIF1BP
ZNF1431,1.17939087607206e-05,0.062877176,0.079,0.103,0.454926443,APCDD1+ Fb,ZNF143
SASH12,1.18998824769817e-05,0.0325546,0.31,0.374,0.459014167,APCDD1+ Fb,SASH1
BIN3,1.19219700449694e-05,0.078018098,0.088,0.115,0.459866151,APCDD1+ Fb,BIN3
TMEM433,1.21966736268479e-05,0.268475039,0.365,0.398,0.470462292,APCDD1+ Fb,TMEM43
EID2,1.22961625122367e-05,0.050711729,0.099,0.126,0.474299877,APCDD1+ Fb,EID2
TRAF3IP11,1.24997694729041e-05,0.169002243,0.127,0.115,0.482153608,APCDD1+ Fb,TRAF3IP1
TTC12,1.2805287149164e-05,0.132571039,0.237,0.301,0.493938341,APCDD1+ Fb,TTC1
ZFYVE212,1.30420582980168e-05,0.129526904,0.233,0.296,0.503071315,APCDD1+ Fb,ZFYVE21
UBE2V22,1.33748735866636e-05,0.110912991,0.27,0.342,0.515908999,APCDD1+ Fb,UBE2V2
EXTL22,1.34015372485358e-05,0.086624555,0.169,0.213,0.516937496,APCDD1+ Fb,EXTL2
MRPL342,1.34778112015828e-05,0.067306018,0.312,0.393,0.519879611,APCDD1+ Fb,MRPL34
PBX21,1.35649491135238e-05,0.089674972,0.113,0.145,0.523240782,APCDD1+ Fb,PBX2
ACTR6,1.36983404323053e-05,0.08686368,0.117,0.149,0.528386085,APCDD1+ Fb,ACTR6
SLC25A361,1.37557663267742e-05,0.104590034,0.31,0.391,0.530601175,APCDD1+ Fb,SLC25A36
GAS72,1.3991733016355e-05,0.192112028,0.324,0.334,0.539703118,APCDD1+ Fb,GAS7
ARL14EP2,1.40187552281278e-05,0.222391921,0.218,0.216,0.540745445,APCDD1+ Fb,ARL14EP
RTL8B1,1.42448214402516e-05,0.04966243,0.112,0.142,0.549465497,APCDD1+ Fb,RTL8B
BCL7A1,1.42753224226232e-05,0.065180845,0.089,0.115,0.550642012,APCDD1+ Fb,BCL7A
YIPF6,1.43451860411061e-05,0.11105475,0.189,0.239,0.553336861,APCDD1+ Fb,YIPF6
NCSTN1,1.48991911269214e-05,0.123827643,0.171,0.217,0.574706499,APCDD1+ Fb,NCSTN
NDUFC13,1.50507694197475e-05,0.114331965,0.522,0.573,0.580553329,APCDD1+ Fb,NDUFC1
RNFT11,1.53498125360489e-05,0.056767503,0.09,0.116,0.592088319,APCDD1+ Fb,RNFT1
ZNF770,1.53873151722573e-05,0.221250663,0.184,0.177,0.593534908,APCDD1+ Fb,ZNF770
ZFPM11,1.56859724562317e-05,0.038872396,0.097,0.123,0.605055016,APCDD1+ Fb,ZFPM1
ZBTB45,1.57037043479302e-05,0.215811883,0.226,0.224,0.605738988,APCDD1+ Fb,ZBTB4
CEP1641,1.57110020472663e-05,0.106119592,0.141,0.178,0.606020482,APCDD1+ Fb,CEP164
CDK9,1.59271753904537e-05,0.064141022,0.106,0.135,0.614358936,APCDD1+ Fb,CDK9
LTA4H1,1.63753672769674e-05,0.086168944,0.086,0.111,0.631647042,APCDD1+ Fb,LTA4H
ATP5MPL3,1.65306910392512e-05,0.053840607,0.522,0.518,0.637638345,APCDD1+ Fb,ATP5MPL
SUGCT2,1.65917120997336e-05,0.139671857,0.113,0.099,0.639992111,APCDD1+ Fb,SUGCT
LINC016152,1.66020123794026e-05,0.071558979,0.127,0.16,0.640389424,APCDD1+ Fb,LINC01615
PSMD15,1.69346527934909e-05,0.054967408,0.29,0.361,0.653220362,APCDD1+ Fb,PSMD1
CLCN71,1.73597011491111e-05,0.085151053,0.135,0.17,0.669615752,APCDD1+ Fb,CLCN7
ADAM9,1.7628028531362e-05,0.122855878,0.264,0.334,0.679965945,APCDD1+ Fb,ADAM9
EIF2B5,1.78147077483546e-05,0.106385227,0.121,0.154,0.687166722,APCDD1+ Fb,EIF2B5
SUZ12,1.79973923300581e-05,0.106296157,0.189,0.239,0.694213414,APCDD1+ Fb,SUZ12
RPS271,1.80106474604898e-05,0.077295753,0.96,0.969,0.694724704,APCDD1+ Fb,RPS27
ZCRB12,1.83339484656289e-05,0.05901455,0.369,0.46,0.707195394,APCDD1+ Fb,ZCRB1
TRNT12,1.84073705814054e-05,0.072406371,0.107,0.136,0.710027505,APCDD1+ Fb,TRNT1
FBXL201,1.84825369971314e-05,0.070548655,0.095,0.121,0.7129269,APCDD1+ Fb,FBXL20
BLOC1S1,1.85649968779882e-05,0.026640372,0.422,0.519,0.716107625,APCDD1+ Fb,BLOC1S1
HOXB3,1.87154691251451e-05,0.113643313,0.095,0.123,0.721911791,APCDD1+ Fb,HOXB3
USP401,1.87623873583368e-05,0.074053283,0.101,0.129,0.723721568,APCDD1+ Fb,USP40
TEAD3,1.88404985418353e-05,0.074527167,0.108,0.137,0.72673455,APCDD1+ Fb,TEAD3
UBA2,1.9145633635063e-05,0.097756268,0.233,0.292,0.738504526,APCDD1+ Fb,UBA2
PAXBP11,1.91937193820465e-05,0.223131918,0.176,0.167,0.740359338,APCDD1+ Fb,PAXBP1
USP252,1.92009433482213e-05,0.065563442,0.095,0.122,0.740637988,APCDD1+ Fb,USP25
RCBTB21,1.93592691664394e-05,0.139981113,0.107,0.093,0.74674509,APCDD1+ Fb,RCBTB2
C12orf29,1.94203174484479e-05,0.1112242,0.139,0.176,0.749099905,APCDD1+ Fb,C12orf29
IRF2BPL1,1.95103649763339e-05,0.198494518,0.28,0.283,0.752573308,APCDD1+ Fb,IRF2BPL
NCK12,1.96310132006386e-05,0.116628897,0.219,0.276,0.757227072,APCDD1+ Fb,NCK1
LEMD31,1.96866836138335e-05,0.098219619,0.117,0.149,0.759374447,APCDD1+ Fb,LEMD3
NOM11,1.96869900903404e-05,0.05807549,0.079,0.102,0.759386269,APCDD1+ Fb,NOM1
SMIM262,1.97502234873321e-05,0.078289553,0.39,0.491,0.761825371,APCDD1+ Fb,SMIM26
PDK21,1.98466483987249e-05,0.061335562,0.118,0.148,0.765544769,APCDD1+ Fb,PDK2
RLIM,1.9897983104156e-05,0.110549378,0.16,0.201,0.767524902,APCDD1+ Fb,RLIM
CTDSP11,2.01755769543032e-05,0.252031981,0.311,0.33,0.77823253,APCDD1+ Fb,CTDSP1
TBC1D9B,2.0271612400201e-05,0.234493769,0.249,0.254,0.781936905,APCDD1+ Fb,TBC1D9B
TTC51,2.04982044875562e-05,0.06232895,0.08,0.103,0.790677242,APCDD1+ Fb,TTC5
HIPK1,2.05349127966761e-05,0.099201458,0.195,0.246,0.792093191,APCDD1+ Fb,HIPK1
CBX62,2.12916854825108e-05,0.213549706,0.268,0.271,0.821284184,APCDD1+ Fb,CBX6
CDADC11,2.17992474552227e-05,0.059144532,0.084,0.107,0.840862372,APCDD1+ Fb,CDADC1
ARHGAP101,2.19000252136258e-05,0.230038398,0.235,0.233,0.844749673,APCDD1+ Fb,ARHGAP10
CASC43,2.21654573772556e-05,0.083131311,0.403,0.404,0.854988187,APCDD1+ Fb,CASC4
MRPS22,2.21745969292513e-05,0.123872174,0.185,0.235,0.855340727,APCDD1+ Fb,MRPS22
TTC191,2.22497438847746e-05,0.088487695,0.148,0.186,0.858239371,APCDD1+ Fb,TTC19
BAG52,2.2321638455443e-05,0.240967017,0.218,0.216,0.86101256,APCDD1+ Fb,BAG5
ITPR21,2.2376243389569e-05,0.221812946,0.161,0.152,0.863118836,APCDD1+ Fb,ITPR2
SBF1,2.26117194778209e-05,0.048361055,0.086,0.11,0.872201855,APCDD1+ Fb,SBF1
USP42,2.28571610614267e-05,0.062022247,0.078,0.101,0.881669274,APCDD1+ Fb,USP42
POLR3C,2.31155526431349e-05,0.071947153,0.077,0.1,0.891636212,APCDD1+ Fb,POLR3C
RAB5B,2.31721042416881e-05,0.131458151,0.178,0.226,0.893817577,APCDD1+ Fb,RAB5B
SETBP12,2.31919305300858e-05,0.217565464,0.237,0.233,0.894582336,APCDD1+ Fb,SETBP1
ARAP12,2.34625087872659e-05,0.219189849,0.231,0.231,0.905019351,APCDD1+ Fb,ARAP1
SMNDC11,2.36197382589386e-05,0.114122949,0.178,0.225,0.911084164,APCDD1+ Fb,SMNDC1
UBQLN21,2.393978980105e-05,0.116814801,0.153,0.194,0.923429512,APCDD1+ Fb,UBQLN2
C6orf89,2.45670339583399e-05,0.250380247,0.311,0.333,0.947624201,APCDD1+ Fb,C6orf89
ZNF655,2.48194127503481e-05,0.116714823,0.179,0.226,0.957359208,APCDD1+ Fb,ZNF655
ANKRD13D,2.48999708186145e-05,0.086504308,0.121,0.153,0.960466574,APCDD1+ Fb,ANKRD13D
EPS15L11,2.51173621638613e-05,0.07550912,0.088,0.114,0.968852011,APCDD1+ Fb,EPS15L1
DMWD,2.55110365584753e-05,0.094037536,0.144,0.18,0.984037213,APCDD1+ Fb,DMWD
PPP2R1A1,2.5863177335884e-05,0.106802265,0.318,0.402,0.997620339,APCDD1+ Fb,PPP2R1A
GABPB21,2.63226840013384e-05,0.156988139,0.118,0.105,1,APCDD1+ Fb,GABPB2
ATP6V1E11,2.65219712996287e-05,0.121365068,0.254,0.321,1,APCDD1+ Fb,ATP6V1E1
CETN32,2.65374890402903e-05,0.177325797,0.122,0.109,1,APCDD1+ Fb,CETN3
HNRNPUL11,2.68769219539333e-05,0.2526433,0.383,0.422,1,APCDD1+ Fb,HNRNPUL1
STXBP31,2.69559618825186e-05,0.245399017,0.217,0.217,1,APCDD1+ Fb,STXBP3
LOXL22,2.72114774487208e-05,0.154043422,0.379,0.38,1,APCDD1+ Fb,LOXL2
EXT21,2.72452586999389e-05,0.09819543,0.213,0.268,1,APCDD1+ Fb,EXT2
VAMP71,2.73243664269759e-05,0.100739044,0.134,0.17,1,APCDD1+ Fb,VAMP7
C11orf54,2.80370243272615e-05,0.179112172,0.131,0.119,1,APCDD1+ Fb,C11orf54
EXOC3,2.83061678898102e-05,0.191664743,0.166,0.158,1,APCDD1+ Fb,EXOC3
ERAP21,2.86102549121075e-05,0.069057321,0.12,0.151,1,APCDD1+ Fb,ERAP2
FBXW21,2.86601377853022e-05,0.129278572,0.174,0.22,1,APCDD1+ Fb,FBXW2
DNAJB142,2.91927578411949e-05,0.265440295,0.299,0.317,1,APCDD1+ Fb,DNAJB14
RAB6A2,2.93109897922225e-05,0.102957564,0.293,0.371,1,APCDD1+ Fb,RAB6A
EBAG92,2.94913248584852e-05,0.097489882,0.159,0.199,1,APCDD1+ Fb,EBAG9
KIAA01001,2.95714795327327e-05,0.10224334,0.135,0.17,1,APCDD1+ Fb,KIAA0100
KLHL81,3.0044904969812e-05,0.158581944,0.116,0.104,1,APCDD1+ Fb,KLHL8
NR1D21,3.00949911063528e-05,0.255022137,0.28,0.287,1,APCDD1+ Fb,NR1D2
C22orf391,3.02190789986729e-05,0.094616203,0.154,0.193,1,APCDD1+ Fb,C22orf39
BBS7,3.03145751702211e-05,0.090096478,0.105,0.133,1,APCDD1+ Fb,BBS7
NAP1L4,3.08289991719812e-05,0.268000898,0.312,0.334,1,APCDD1+ Fb,NAP1L4
CLCC13,3.10402901446215e-05,0.180981017,0.146,0.135,1,APCDD1+ Fb,CLCC1
KLF91,3.15368496731652e-05,0.135257597,0.493,0.521,1,APCDD1+ Fb,KLF9
UBA6,3.22259352108404e-05,0.112904542,0.163,0.204,1,APCDD1+ Fb,UBA6
ALDH16A11,3.22620866702545e-05,0.08685671,0.12,0.151,1,APCDD1+ Fb,ALDH16A1
DVL32,3.23098557440403e-05,0.092817225,0.199,0.249,1,APCDD1+ Fb,DVL3
ZCCHC242,3.31558615276121e-05,0.20871191,0.391,0.425,1,APCDD1+ Fb,ZCCHC24
ELF12,3.33407968258319e-05,0.064891878,0.312,0.386,1,APCDD1+ Fb,ELF1
TTC28,3.34007823946191e-05,0.100695793,0.18,0.224,1,APCDD1+ Fb,TTC28
EPRS3,3.36142851038502e-05,0.141534511,0.298,0.297,1,APCDD1+ Fb,EPRS
SRP722,3.37559736728549e-05,0.057990015,0.382,0.472,1,APCDD1+ Fb,SRP72
NUDT151,3.38127434878072e-05,0.079363151,0.085,0.11,1,APCDD1+ Fb,NUDT15
HEATR11,3.44146670266537e-05,0.180594217,0.117,0.106,1,APCDD1+ Fb,HEATR1
TMX11,3.46599055901196e-05,0.095450262,0.231,0.291,1,APCDD1+ Fb,TMX1
GRN3,3.49691225072774e-05,0.166194421,0.555,0.606,1,APCDD1+ Fb,GRN
CUL5,3.5106232236615e-05,0.23108895,0.235,0.237,1,APCDD1+ Fb,CUL5
C11orf741,3.53165961226334e-05,0.021450272,0.082,0.104,1,APCDD1+ Fb,C11orf74
EIF3J,3.55514018552191e-05,0.114133319,0.354,0.443,1,APCDD1+ Fb,EIF3J
CCDC1121,3.64901158955185e-05,0.093834376,0.094,0.119,1,APCDD1+ Fb,CCDC112
RNF1691,3.71296120094292e-05,0.075765542,0.106,0.134,1,APCDD1+ Fb,RNF169
SBSN,3.7256059054435e-05,0.048288044,0.1,0.086,1,APCDD1+ Fb,SBSN
HSF2,3.74468849088777e-05,0.209032477,0.13,0.119,1,APCDD1+ Fb,HSF2
ATXN1L,3.7753451062493e-05,0.067069654,0.089,0.114,1,APCDD1+ Fb,ATXN1L
SLC5A32,3.79710867971919e-05,0.169630439,0.248,0.3,1,APCDD1+ Fb,SLC5A3
ALMS1,3.94771633372237e-05,0.174862303,0.105,0.093,1,APCDD1+ Fb,ALMS1
XPOT2,3.95973247531302e-05,0.091744263,0.192,0.242,1,APCDD1+ Fb,XPOT
SNAPC3,4.05426915002049e-05,0.171023066,0.117,0.105,1,APCDD1+ Fb,SNAPC3
PRPF32,4.05656283884018e-05,0.16693877,0.123,0.111,1,APCDD1+ Fb,PRPF3
GPALPP11,4.10822102238033e-05,0.208777396,0.16,0.152,1,APCDD1+ Fb,GPALPP1
SLC7A6OS1,4.14046991031051e-05,0.049002411,0.078,0.1,1,APCDD1+ Fb,SLC7A6OS
EFS1,4.20039687631956e-05,0.102751658,0.144,0.181,1,APCDD1+ Fb,EFS
TNKS1BP1,4.21414147070471e-05,0.12905098,0.211,0.265,1,APCDD1+ Fb,TNKS1BP1
ANKH1,4.23828962910451e-05,0.233258477,0.23,0.23,1,APCDD1+ Fb,ANKH
ABCF1,4.26527737561954e-05,0.253250213,0.323,0.346,1,APCDD1+ Fb,ABCF1
SAT22,4.33402223376853e-05,0.047391201,0.402,0.505,1,APCDD1+ Fb,SAT2
ME22,4.47848972815927e-05,0.174149383,0.13,0.119,1,APCDD1+ Fb,ME2
RCHY11,4.49147612288689e-05,0.065092974,0.088,0.112,1,APCDD1+ Fb,RCHY1
GALT,4.51823158114309e-05,0.122994477,0.101,0.088,1,APCDD1+ Fb,GALT
MCM3AP,4.53755611674139e-05,0.187049986,0.145,0.135,1,APCDD1+ Fb,MCM3AP
LARP1B,4.59474847653519e-05,0.115557535,0.153,0.192,1,APCDD1+ Fb,LARP1B
GALK2,4.632627509826e-05,0.061475282,0.078,0.1,1,APCDD1+ Fb,GALK2
SENP6,4.65201772822791e-05,0.250972969,0.359,0.391,1,APCDD1+ Fb,SENP6
DCAF8,4.69108518832067e-05,0.128671784,0.166,0.209,1,APCDD1+ Fb,DCAF8
VPS26A,4.69923626976349e-05,0.27170145,0.276,0.291,1,APCDD1+ Fb,VPS26A
ZBTB8A1,4.70197855910683e-05,0.113047394,0.119,0.151,1,APCDD1+ Fb,ZBTB8A
ACVR12,4.72512630105797e-05,0.099559691,0.168,0.211,1,APCDD1+ Fb,ACVR1
CARMN,4.74140253236618e-05,0.134701773,0.151,0.137,1,APCDD1+ Fb,CARMN
MBD6,4.83789071150429e-05,0.068424495,0.088,0.113,1,APCDD1+ Fb,MBD6
ZNF6521,4.90713763671523e-05,0.205267887,0.278,0.287,1,APCDD1+ Fb,ZNF652
NOL111,4.94597375180971e-05,0.119283993,0.132,0.166,1,APCDD1+ Fb,NOL11
MICAL11,4.97047277826675e-05,0.20251292,0.129,0.119,1,APCDD1+ Fb,MICAL1
CTIF1,4.98767628138307e-05,0.094185852,0.09,0.115,1,APCDD1+ Fb,CTIF
CCAR11,5.12689530547177e-05,0.11137867,0.274,0.342,1,APCDD1+ Fb,CCAR1
VPS4B,5.27875966944442e-05,0.272162381,0.268,0.28,1,APCDD1+ Fb,VPS4B
NCOA4,5.34934786049156e-05,0.242542215,0.277,0.291,1,APCDD1+ Fb,NCOA4
FOXO31,5.40359176495188e-05,0.232959063,0.332,0.351,1,APCDD1+ Fb,FOXO3
FKBP32,5.42556133375437e-05,0.102571141,0.299,0.372,1,APCDD1+ Fb,FKBP3
TPP21,5.53590625189574e-05,0.223994138,0.181,0.175,1,APCDD1+ Fb,TPP2
ARMC11,5.65121686449357e-05,0.10268965,0.143,0.179,1,APCDD1+ Fb,ARMC1
MBD1,5.65625471897139e-05,0.078984183,0.106,0.134,1,APCDD1+ Fb,MBD1
DNAJC241,5.67933852277644e-05,0.17453667,0.134,0.124,1,APCDD1+ Fb,DNAJC24
CCDC28A1,5.73498404124226e-05,0.081264209,0.098,0.125,1,APCDD1+ Fb,CCDC28A
ZCCHC81,5.73967695352576e-05,0.100037939,0.112,0.142,1,APCDD1+ Fb,ZCCHC8
ZER1,5.74729103637601e-05,0.06079893,0.079,0.101,1,APCDD1+ Fb,ZER1
BCL2L13,5.76398629036415e-05,0.081004695,0.099,0.126,1,APCDD1+ Fb,BCL2L13
FAIM2,5.78049730887496e-05,0.088743591,0.139,0.173,1,APCDD1+ Fb,FAIM
AMFR1,5.82338009226933e-05,0.101187181,0.165,0.206,1,APCDD1+ Fb,AMFR
GRINA1,5.82375746226027e-05,0.110148843,0.312,0.396,1,APCDD1+ Fb,GRINA
CLDND11,5.82458142633785e-05,0.118181854,0.223,0.279,1,APCDD1+ Fb,CLDND1
FAM199X,5.8367019094205e-05,0.077396472,0.081,0.105,1,APCDD1+ Fb,FAM199X
BLVRB2,5.89531609681229e-05,0.059417445,0.352,0.437,1,APCDD1+ Fb,BLVRB
SAP30BP,5.92972476485465e-05,0.144074131,0.222,0.281,1,APCDD1+ Fb,SAP30BP
CTSZ3,5.94991213495797e-05,0.132690111,0.502,0.546,1,APCDD1+ Fb,CTSZ
PRPF38B1,5.98606177883421e-05,0.120710711,0.308,0.384,1,APCDD1+ Fb,PRPF38B
RNF216,6.00742184319648e-05,0.239428026,0.243,0.249,1,APCDD1+ Fb,RNF216
ABRAXAS11,6.06756552921498e-05,0.082858476,0.111,0.14,1,APCDD1+ Fb,ABRAXAS1
TRIM131,6.12338170431973e-05,0.085323568,0.139,0.173,1,APCDD1+ Fb,TRIM13
WRNIP11,6.14555777840649e-05,0.090794282,0.098,0.124,1,APCDD1+ Fb,WRNIP1
TMEM1282,6.1759302626303e-05,0.064423941,0.107,0.135,1,APCDD1+ Fb,TMEM128
NUPR13,6.26001148126395e-05,0.02548333,0.597,0.596,1,APCDD1+ Fb,NUPR1
PPP2R2D,6.28362596089875e-05,0.090193002,0.144,0.179,1,APCDD1+ Fb,PPP2R2D
VCL2,6.4119842233115e-05,0.024973705,0.382,0.462,1,APCDD1+ Fb,VCL
CAMK1D2,6.42986481131852e-05,0.107839845,0.16,0.2,1,APCDD1+ Fb,CAMK1D
VTA11,6.43064845931965e-05,0.101916123,0.139,0.175,1,APCDD1+ Fb,VTA1
DPF2,6.54199566499034e-05,0.103839351,0.146,0.184,1,APCDD1+ Fb,DPF2
BCL10,6.73137266667924e-05,0.108087079,0.176,0.221,1,APCDD1+ Fb,BCL10
SCP22,6.7604302850869e-05,0.033080457,0.433,0.536,1,APCDD1+ Fb,SCP2
POP51,6.79312527123521e-05,0.097971642,0.161,0.2,1,APCDD1+ Fb,POP5
SYMPK,6.8211513747968e-05,0.088372938,0.126,0.157,1,APCDD1+ Fb,SYMPK
DYNLRB1,6.84980087312716e-05,0.159531049,0.543,0.599,1,APCDD1+ Fb,DYNLRB1
FAM8A1,6.89413923916698e-05,0.189277563,0.199,0.194,1,APCDD1+ Fb,FAM8A1
C1orf1311,6.93192011504982e-05,0.107328031,0.143,0.177,1,APCDD1+ Fb,C1orf131
FAF21,6.98651781159562e-05,0.10276835,0.2,0.25,1,APCDD1+ Fb,FAF2
APH1A1,7.16727155578492e-05,0.105240494,0.303,0.383,1,APCDD1+ Fb,APH1A
RALGAPA12,7.19270931842401e-05,0.202865079,0.201,0.196,1,APCDD1+ Fb,RALGAPA1
GNL21,7.24216043466916e-05,0.144873131,0.178,0.224,1,APCDD1+ Fb,GNL2
RREB1,7.27400707681815e-05,0.095075336,0.142,0.177,1,APCDD1+ Fb,RREB1
CHRAC11,7.27613777771431e-05,0.21669258,0.198,0.195,1,APCDD1+ Fb,CHRAC1
AC008124.11,7.30586727207898e-05,0.118187357,0.108,0.095,1,APCDD1+ Fb,AC008124.1
SNX141,7.39871781945508e-05,0.106340806,0.162,0.203,1,APCDD1+ Fb,SNX14
JAK21,7.46585534895411e-05,0.057398763,0.079,0.1,1,APCDD1+ Fb,JAK2
CSNK1A1,7.53327883534768e-05,0.140376919,0.525,0.577,1,APCDD1+ Fb,CSNK1A1
NF11,7.68855566298982e-05,0.238656021,0.263,0.273,1,APCDD1+ Fb,NF1
EIF2D1,7.70773955282472e-05,0.089657726,0.129,0.161,1,APCDD1+ Fb,EIF2D
TAF1B1,7.73387335728133e-05,0.07791379,0.112,0.14,1,APCDD1+ Fb,TAF1B
YARS2,7.73710334726886e-05,0.034760553,0.117,0.145,1,APCDD1+ Fb,YARS
ARHGEF12,7.75080547909288e-05,0.230223601,0.3,0.316,1,APCDD1+ Fb,ARHGEF12
THRB,7.98762068516585e-05,0.161468771,0.143,0.133,1,APCDD1+ Fb,THRB
RUFY21,7.99594578710088e-05,0.22506685,0.194,0.191,1,APCDD1+ Fb,RUFY2
CWC25,8.00062768559557e-05,0.1056471,0.153,0.191,1,APCDD1+ Fb,CWC25
SEPTIN22,8.03884116954858e-05,0.171298624,0.241,0.296,1,APCDD1+ Fb,SEPTIN2
TMEM165,8.08109466779251e-05,0.027208919,0.384,0.47,1,APCDD1+ Fb,TMEM165
PRDX3,8.08497355577342e-05,0.088512683,0.295,0.368,1,APCDD1+ Fb,PRDX3
CD2AP,8.18143376253149e-05,0.112916855,0.163,0.203,1,APCDD1+ Fb,CD2AP
KLHL51,8.34836023809485e-05,0.076955385,0.119,0.149,1,APCDD1+ Fb,KLHL5
ANP32B1,8.51429197616841e-05,0.060943032,0.408,0.497,1,APCDD1+ Fb,ANP32B
TMEM1271,8.55716368042252e-05,0.101240563,0.14,0.175,1,APCDD1+ Fb,TMEM127
PIGC2,8.55973766702832e-05,0.109815633,0.21,0.261,1,APCDD1+ Fb,PIGC
NT5C3A,8.56140095378586e-05,0.120426569,0.158,0.198,1,APCDD1+ Fb,NT5C3A
PRPF19,8.62471656071951e-05,0.09621852,0.131,0.164,1,APCDD1+ Fb,PRPF19
CWC152,8.81594850679553e-05,0.241973841,0.375,0.413,1,APCDD1+ Fb,CWC15
FRMD4A,8.90512761941782e-05,0.026368067,0.1,0.123,1,APCDD1+ Fb,FRMD4A
STARD71,9.08577338811397e-05,0.088000339,0.177,0.218,1,APCDD1+ Fb,STARD7
PTPRM1,9.16915192008272e-05,0.064379692,0.119,0.147,1,APCDD1+ Fb,PTPRM
KIZ1,9.21335045937862e-05,0.222106831,0.161,0.155,1,APCDD1+ Fb,KIZ
PRR161,9.24060133212527e-05,0.044693568,0.091,0.114,1,APCDD1+ Fb,PRR16
API5,9.32216437229709e-05,0.227783134,0.2,0.199,1,APCDD1+ Fb,API5
RHOBTB12,9.32466165330312e-05,0.065460652,0.105,0.131,1,APCDD1+ Fb,RHOBTB1
ZNF7201,9.33648953920588e-05,0.092327519,0.129,0.161,1,APCDD1+ Fb,ZNF720
MORC42,9.38713005010986e-05,0.061529846,0.195,0.239,1,APCDD1+ Fb,MORC4
PEMT2,9.46392031976058e-05,0.122861034,0.152,0.191,1,APCDD1+ Fb,PEMT
UBE2H,9.47191368164443e-05,0.076237207,0.342,0.425,1,APCDD1+ Fb,UBE2H
TFDP1,9.51555876262607e-05,0.108229524,0.17,0.212,1,APCDD1+ Fb,TFDP1
TTC331,9.54949196791595e-05,0.187149119,0.126,0.115,1,APCDD1+ Fb,TTC33
RPF21,9.58248935287644e-05,0.133200346,0.182,0.227,1,APCDD1+ Fb,RPF2
RSBN11,9.61729517091096e-05,0.104718682,0.178,0.22,1,APCDD1+ Fb,RSBN1
ZNF37A,9.73892074924547e-05,0.199175049,0.164,0.156,1,APCDD1+ Fb,ZNF37A
WIPI13,9.76962790732192e-05,0.162348777,0.256,0.322,1,APCDD1+ Fb,WIPI1
NOC2L,9.93981548180134e-05,0.114663647,0.16,0.2,1,APCDD1+ Fb,NOC2L
ZDHHC201,0.000101007581824432,0.229546258,0.247,0.254,1,APCDD1+ Fb,ZDHHC20
WDFY3,0.000101209478055334,0.197628587,0.159,0.151,1,APCDD1+ Fb,WDFY3
CCDC592,0.000101915720787922,0.108310282,0.284,0.351,1,APCDD1+ Fb,CCDC59
MAPK91,0.000102327675150934,0.094622961,0.121,0.152,1,APCDD1+ Fb,MAPK9
CHURC12,0.000102751293358649,0.173931968,0.468,0.522,1,APCDD1+ Fb,CHURC1
ACAD9,0.000104727562640267,0.079993448,0.088,0.111,1,APCDD1+ Fb,ACAD9
MFF1,0.000104940294737089,0.111480533,0.262,0.329,1,APCDD1+ Fb,MFF
ASAH11,0.000105051101380883,0.074998507,0.36,0.451,1,APCDD1+ Fb,ASAH1
PDHX,0.000106191196955131,0.060627643,0.079,0.1,1,APCDD1+ Fb,PDHX
DDX62,0.000107212387044454,0.212746572,0.361,0.391,1,APCDD1+ Fb,DDX6
FUOM1,0.000107543580182665,0.042091333,0.146,0.178,1,APCDD1+ Fb,FUOM
LIFR1,0.000110253963695123,0.057152115,0.139,0.169,1,APCDD1+ Fb,LIFR
CGNL12,0.000111954335797782,0.145979646,0.138,0.126,1,APCDD1+ Fb,CGNL1
ZBTB101,0.000114688777957231,0.134705437,0.193,0.239,1,APCDD1+ Fb,ZBTB10
EVI51,0.000115777478579154,0.102585055,0.206,0.257,1,APCDD1+ Fb,EVI5
EVA1B1,0.000116059843678526,0.149366799,0.479,0.519,1,APCDD1+ Fb,EVA1B
SPG211,0.000117592873842375,0.249797998,0.285,0.301,1,APCDD1+ Fb,SPG21
NSMCE31,0.000117845165211873,0.098391039,0.175,0.216,1,APCDD1+ Fb,NSMCE3
PCF112,0.000119601781130584,0.119384298,0.238,0.291,1,APCDD1+ Fb,PCF11
MED24,0.000119908741840797,0.0778858,0.086,0.109,1,APCDD1+ Fb,MED24
SECISBP2L,0.000121244848328395,0.236781122,0.245,0.251,1,APCDD1+ Fb,SECISBP2L
LSG1,0.000121946885695236,0.08805814,0.121,0.151,1,APCDD1+ Fb,LSG1
